Guid	Path	Original	PL	EN	RU
5b242eeb-c5a0-4271-9204-4246cc2b1e66			Napisz program, który obliczy procenty składane lokat dla podanych zestawów danych, zawierających kwotę początkową, kapitalizację odsetek (jedna na rok) oraz ilość lat oszczędzania. Wypisz kwotę na koncie po upłynięciu podanej ilości lat, zaokrąglij do 2 miejsc po przecinku.	Write a program that will calculate deposit interest rates for given data sets, including the initial amount, interest capitalization (one per year) and the number of years to save. Write the amount on your account after the given number of years, round to 2 decimal places.	Напишите программу, которая рассчитает процентные ставки по депозитам для заданных наборов данных, включая начальную сумму, капитализацию процентов (один в год) и количество лет для сохранения. Напишите сумму на вашем счете после указанного числа лет, округляя до 2 знаков после запятой.
d9de52d3-69f4-48b3-a96b-d8571d72aeef			Na wejściu zostały podane pary ciągów znaków. Oblicz funkcją $count$ ilość powtórzeń krótszego podłańcucha w dłuższym. Wypisz ilość powtórzeń dla każdej pary.	String pairs are given at the input. Calculate with the function $ count $ the number of repetitions of a shorter string in a longer one. Print the number of repetitions for each pair.	На входе задаются пары строк. Вычислите с помощью функции $ count $ количество повторений более короткой строки в более длинной. Выведите количество повторений для каждой пары.
d3134903-ec10-4fbf-aff2-5ebc67260e77			Metoda $intersection_update$, usuwa elementy ze zbioru, które nie są one równocześnie obecne w tym zbiorze oraz zbiorze podanym jako argument.	The $ intersection_update $ method removes elements from the set that are not simultaneously present in the set and the set given as an argument.	Метод $ intersection_update $ удаляет элементы из набора, которые не присутствуют одновременно в наборе, и набор, заданный в качестве аргумента.
f6d64a27-1844-4ff7-88b0-c6206d437fef			Metoda $issuperset$ ma za zadanie sprawdzić, czy podany zbiór jest nadzbiorem innego zbioru. Jeżeli tak - zwraca wartość $True$, natomiast jeżeli nie to $False$.	The $ issuperset $ method is to check if the given set is a superset of another set. If so - returns $ True $, if not - $ False $.	Метод $ issperset $ предназначен для проверки того, является ли данный набор надмножеством другого набора. Если это так - возвращает $ True $, если нет - $ False $.
b0112b81-dc89-482c-95e9-84e6779fb8ef			Dodaj do zbioru $X$ liczby z pierwszego ciągu liczbowego podanego na wejściu. Następnie sprawdź czy zbiór $X$ jest nadzbiorem pozostałych zbiorów liczbowych, wykorzystaj metodę $issuperset$.	Add to the set $ X $ the numbers from the first number string given at the input. Then check that the set $ X $ is a superset of the remaining number sets, use the $ issuperset $ method.	Добавьте к набору $ X $ числа из первой строки чисел, заданной на входе. Затем проверьте, что набор $ X $ является надмножеством остальных наборов чисел, используйте метод $ issuperset$.
747990f5-41e4-46d7-aeda-d976b2c0fa36			Metoda $issubset$ sprawdza czy dany zbiór jest podzbiorem drugiego. Zwraca dwie wartości: $True$ oraz $False$.	The $ issubset $ method checks if a given set is a subset of the other. Returns two values: $ True $ and $ False $.	Метод $ issubset $ проверяет, является ли данный набор подмножеством другого. Возвращает два значения: $ True $ и $ False $.
4f4f5241-b6f5-42c0-ab8c-39e09e398a04			Na wejściu zostały podane po 2 ciągi liczbowe oddzielone znakiem $|$, dodaj elementy pierwszego ciągu liczbowego do jednego zbioru, a drugi do drugiego. Następnie sprawdź czy pierwszy zbiór jest podzbiorem drugiego wypisując $True$ lub $False$.	At the input two numerical sequences are given, separated by the sign $ | $, add elements of the first numerical sequence to one set and the second to the other. Then check that the first set is a subset of the second by printing $ True $ or $ False $.	На входе задаются две числовые последовательности, разделенные знаком $|$, элементы первой числовой последовательности добавляются в один набор, а второй-в другой. Затем проверьте, что первый набор является подмножеством второго, напечатав $ True $ или $ False $.
a3ebe045-d1a6-4e6a-acdb-2d5946b09020			Na podstawie podanych ciągów liczbowych, stwórz listy z tymi liczbami zaokrąglonymi do części całkowitych. Wykonaj to funkcją $map$ i $round$, a następnie wypisz listę z zaokrąglonymi liczbami.	Based on the given number strings, create lists with these numbers rounded to whole parts. Do this with the function $ map $ and $ round $, and then print the list with rounded numbers.	На основе заданных числовых строк создайте списки с этими числами, округленными до целых частей. Сделайте это с помощью функции $ map $ и $ round $, а затем распечатайте список с округленными числами.
7cf1d2ac-5432-437c-9891-f8d4c00b004b			Połącz podane wyrazy w ciągach łańcuchów znaków w pary z wartością $True$ - gdy dany wyraz jest palindromem, lub $False$ gdy wyraz nie jest palindromem. Wykorzystaj do tego funkcję $map$ i $zip$.	Zip the given words in pairs with the value $ True $ - if the word is a palindrome, or $ False $ if the word is not a palindrome. Use the $ map $ and $ zip $ functions for this.	Запишите заданные слова попарно со значением $ True $ - если слово является палиндромом, или $ False$, если слово не является палиндромом. Для этого используйте функции $ map $ и $ zip$.
b9d807b6-3246-4ed7-800a-9d497ab7c75b			Metoda na słownikach $setdefault$ przyjmuje dwa argumenty, pierwszy to nazwa klucza, natomiast drugi jest opcjonalny i zawiera jego wartość. Gdy w słowniku już istnieje taki klucz zwracana jest jego wartość. W przeciwnym przypadku jest on tworzony wraz z podaną wartością (gdy jej nie podamy, klucz przyjmie wartość $None$).	The method on $ setdefault $ dictionaries takes two arguments, the first is the key name, while the second is optional and contains its value. If such a key already exists in the dictionary, its value is returned. Otherwise, it is created with the value provided (if you do not enter it, the value will be $ None $).	Метод в словарях $ setdefault $ принимает два аргумента: первый - это имя ключа, а второй - необязательный и содержит его значение. Если такой ключ уже существует в словаре, возвращается его значение. В противном случае он создается с предоставленным значением (если вы не введете его, значение будет $ None $).
Dodaj podane osoby wraz z ich wiekiem do słownika. Następnie posortuj je od najmłodszego do najstarszego oraz wypisz wszystkie osoby wraz z ich wiekiem w porządku rosnącym.			Dodaj podane osoby wraz z ich wiekiem do słownika. Gdy już jest osoba o takim samym imieniu w słowniku, nie dodawaj kolejnej. Następnie posortuj je od najmłodszego do najstarszego oraz wypisz wszystkie osoby wraz z ich wiekiem w porządku rosnącym.	Add the given people names and their age to the dictionary. Then sort them from the youngest to the oldest and print all people with their age in ascending order.	Добавьте в словарь имена людей и их возраст. Затем отсортируйте их от самых молодых до самых старых и выведите всех людей с их возрастом в порядке возрастания.
7f562ed9-1e1a-477d-96d4-a4656d0d404b			Posortuj podane liczby rosnąco dowolną metodą sortowania, a następnie wypisz co drugą liczbę.	Sort the given numbers in ascending order by any sorting method, then print out numbers of even index.	Отсортируйте заданные числа в порядке возрастания любым методом сортировки, затем выведите числа четного индекса.
6f614171-5d56-4c9a-9874-179f91b1f8e1			Napisz program, który obliczy maksymalną ilość wariacji wyrazów bez powtórzeń wykorzystujących wszystkie podane znaki do stworzenia jednego słowa (permutacji).	Write a program that calculates the maximum number of word variations without repetitions using all of the given characters to create one word (permutations).	Напишите программу, которая вычисляет максимальное количество вариантов слов без повторов, используя все заданные символы для создания одного слова (перестановки).
dfdfb28e-1a66-4c0e-9c68-407caa472733			Stwórz klasę $Point$, która przyjmuje dwie wartości pól $x$ i $y$, podanych na wejściu. Stwórz metodę $__str__$, która zwraca współrzędne danego punktu w formacie: $(x, y)$.	Create a class $ Point $, which takes two values of fields $ x $ and $ y $, given on input. Create a $ __ str __ $ method that returns the coordinates of a given point in the format $ (x, y) $.	Создайте класс $ Point $, который принимает два значения полей $ x $ и $ y $, заданных на входе. Создайте метод $ __ str __ $, который возвращает координаты заданной точки в формате $ (x, y) $.
556fe96b-dc72-4c8e-b779-57cc9d476d95			Stwórz klasę $Person$, która zawiera trzy pola: $name$, $city$ i $age$. Stwórz obiekty tej klasy na podstawie podanych danych oraz za pomocą $__dict__$, wypisz każdy obiekt w postaci słownika.	Create a $ Person $ class that has three fields: $ name $, $ city $ and $ age $. Create objects of this class based on the given data and using $ __dict__ $, print each object as a dictionary.	Создайте класс $ Person $, который имеет три поля: $ name $, $ city $ и $ age $. Создавайте объекты этого класса на основе заданных данных и используя $ __ dict __ $, выведите каждый объект в виде справочника.
0bea1e9b-835b-4600-aaf7-ed35429aec4a			Stwórz klasę $Point$, która przyjmuje dwie wartości pól $x$ i $y$, podanych na wejściu. Stwórz funkcję $distance$, która dla każdej pary punktów obliczy odległość między nimi w układzie współrzędnych, wypisz te wartości w postaci zmiennoprzecinkowej, zaokrąglonej do dwóch miejsc po przecinku.	Create a class $ Point $, which takes two values of fields $ x $ and $ y $, given on input. Create the function $ distance $, which for each pair of points will calculate the distance between them in the coordinate system, print these values in the form of a floating point, rounded to two decimal places.	Создайте класс $ Point $, который принимает два значения полей $ x $ и $ y $, заданных на входе. Создайте функцию $ distance $, которая для каждой пары точек будет вычислять расстояние между ними в системе координат, запишите эти значения в виде плавающей запятой, округленной до двух десятичных знаков.
96b8ece4-9301-4188-987c-79150c34f249			Na wejściu zostały podane współrzędne wektorów. Stwórz klasę $Vector$, która przyjmie te wartości, a jej postać $int$ ($__int__$), to długość tego wektora, zaokrąglona do liczby całkowitej. Wypisz długość podanych wektorów.	The coordinates of the vectors were given at the input. Create a class $ Vector $ that takes these values, and its form $ int $ ($ __int__ $) is the length of this vector, rounded to an integer. Print the length of the given vectors.	Координаты векторов были заданы на входе. Создайте класс $ Vector $, который будет принимать эти значения, а его форма $ int $ ($ __ int __ $) - это длина этого вектора, округленная до целого числа. Выведите длину заданных векторов.
41fa45d5-ac26-4395-ab4e-a2644a50c0c1			Bardzo przydatną rzeczą jest przeciążanie operatorów, polega to na stworzeniu odpowiednich metod, które umożliwiają np. dodawanie i odejmowanie dwóch obiektów tej samej klasy. $__add__$ to dodawanie, a $__sub__$ to odejmowanie.	Operator overloading is very useful, it is about creating appropriate methods that allow, for example, adding and subtracting two objects of the same class. $ __add__ $ is addition and $ __sub__ $ is subtraction.	Перегрузка операторов очень полезна, она включает в себя создание соответствующих методов, которые позволяют, например, добавлять и вычитать два объекта одного класса. $ __ add __ $ - сложение, а $ __ sub __ $ - вычитание.
83e78525-4ae0-4cac-a658-4815aa09e2fb			Stwórz klasę $Point$, która przyjmuje dwie wartości pól $x$ i $y$, podanych na wejściu. Następnie wypisz dla podanej pary punktów, wyniki operacji dodawania i odejmowania w formacie $(x, y)$, oddzielone tabulatorem.	Create a class $ Point $, which takes two values of fields $ x $ and $ y $, given on input. Then write for the given pair of points the results of the addition and subtraction operations in the $ (x, y) $ format, separated by a tab.	Создайте класс $ Point $, который принимает два значения полей $ x $ и $ y $, заданных на входе. Затем запишите для заданной пары точек результаты операций сложения и вычитания в формате $ (x, y) $, разделенные табуляцией.
63e53783-8898-4c9a-b0b0-cd8bfcb44edd			Kolejnymi metodami służącymi do przeciążania operatorów, które poznamy to mnożenie i dzielenie. Metoda $__mul__$ to operator $*$, natomiast $__div__$ to $/$.	The next methods for overloading operators that we will learn are multiplication and division. The $ __mul__ $ method is the $ * $ operator, while $ __div__ $ is $ / $.	Следующие методы перегрузки операторов, которые мы изучим, - это умножение и деление. Метод $ __ mul __ $ - это оператор $ * $, а $ __ div __ $ - это $ / $.
9b63ae18-88c3-4bce-b60d-b0c449bc0caf			Stwórz klasę $Vector$, która przyjmuje dwie wartości pól $x$ i $y$, podane na wejściu. Następnie wypisz wyniki mnożenia wektora (współrzędne w formacie $[x, y]$) przez liczbę podaną jako trzeci element ciągu liczbowego.	Create a class $ Vector $, which takes two field values $ x $ and $ y $, given on input. Then print the results of multiplication of the vector (coordinates in the format $ [x, y] $) by the number given as the third element of the numerical sequence.	Создайте класс $ Vector $, который принимает два значения поля $ x $ и $ y $, заданные на входе. Затем запишите результаты умножения вектора (координаты в формате $ [x, y] $) на число, указанное в качестве третьего элемента числовой последовательности.
e1cf64b6-9df9-4b6e-84dd-2cf48b7bfd59			Na wejściu podano nazwę produktu, jego cenę oraz zakupioną ilość. Stwórz klasę $Product$, która zawiera pola $name$, $price$. Następnie pomnóż obiekt przez podaną ilość i wypisz nazwę produktu i cenę oddzieloną tabulatorem. Wynik podaj w postaci zmiennoprzecinkowej.	In the input, the name of the product, its price and the quantity purchased are given. Create a class $ Product $, which contains fields $ name $, $ price $. Then multiply the object by the given amount and print the product name and price separated by a tab. The result should be in a floating point form.	Во входных данных указывается наименование продукта, его цена и количество, которое было куплено. Создайте класс $ Product $, содержащий поля $ name $, $ price $. Затем умножьте объект на заданную сумму и выведите название продукта и цену, разделенные табуляцией. Введите результат в форме с плавающей запятой.
8dc7417d-3a3d-4bd5-94ba-a5fe0b61886b			Aby móc porównywać dwa obiekty tej samej klasy, musimy przeciążyć kolejne dwa operatory: $<$ - $__lt__$ oraz $>$ - $__gt__$.	To be able to compare two objects of the same class, we need to overload the next two operators: $ <$ - $ __lt__ $ and $> $ - $ __gt__ $.	Чтобы иметь возможность сравнивать два объекта одного класса, нам нужно перегрузить следующие два оператора: $ <$ - $ __ lt __ $ и $> $ - $ __ gt __ $.
658e4b65-a652-4bda-9794-fe5519d20919			Stwórz klasę $Vector$, zawierającą pola $x$ i $y$ oraz metody przeciążające operatory porównywania. Następnie utwórz obiekty na podstawie podanych danych i wypisz współrzędne kolejnych wektorów posortowanych rosnąco według ich długości.	Create a class $ Vector $, containing fields $ x $ and $ y $ and methods overloading comparison operators. Then create objects based on the given data and write the coordinates of subsequent vectors sorted in ascending order by their length.	Создайте класс $ Vector $, содержащий поля $ x $ и $ y $ и методов перегрузки операторов сравнения.Затем создайте объекты на основе заданных данных и запишите координаты последующих векторов, отсортированных по их длине в порядке возрастания.
f696b17c-3906-4b43-99bf-d7b07fae8da5			Stwórz klasę $Person$, zawierającą pola $name$ oraz $age$. Stwórz obiekty na podstawie podanych danych oraz posortuj według wieku malejąco. Wypisz wartości $name$ oraz $age$ oddzielone tabulatorem według podanej kolejności.	Create a class $ Person $, containing fields $ name $ and $ age $. Create objects based on the given data and sort by age descending. List the $ name $ and $ age $ values separated by tabs in the order given.	Создайте класс $ Person $, содержащий поля $ name $ и $ age $. Создавайте объекты на основе заданных данных и сортируйте по возрастанию по убыванию. Перечислите значения $ name $ и $ age $, разделенные табуляцией в указанном порядке.
eeb35493-b743-4be0-9024-ba2f127e58ec			Formatowanie napisów z wykorzystaniem operatora $%$ jest możliwe do użycia tylko podczas wypisywania za pomocą funkcji $print$. Większe możliwości daje metoda $format$, miejsce, którym podstawowym specyfikatorem jest ${}$ (odpowiednik $%s$). Istnieje także kilka innych specyfikatorów, które zostaną przedstawione w kolejnych lekcjach.	String formatting using the $% $ operator can only be used when printing using the $ print $ function. The $ format $ method gives more possibilities, the basic specifier is $ {} $ (equivalent to $% s $). There are also several other specifiers that will be presented in the following lessons.	Форматирование строк с помощью оператора $% $ можно использовать только при печати с помощью функции $ print$. Метод $ format $ дает больше возможностей, основным спецификатором является $ {} $ (эквивалентно $% s $). Есть также несколько других спецификаторов, которые будут представлены в следующих уроках.
97b1d832-7d7f-4460-b2ca-4f4e42255e03			Sformatuj podane na wejściu łańcuchy znaków, uzupełniając je podanym po tabulatorze słowem. Wykorzystaj funkcję $format$.	Format the given strings, completing them with the word after the tab. Use the $ format $ function.	Отформатируйте заданные строки, дополнив их словом после табуляции. Используйте функцию $ format$.
3d8e832d-fe42-4860-8a02-634eb8991606			Stwórz funkcję, która z pomocą funkcji $format$ wypisze podaną liczbę w systemie szesnastkowym. Wielkość liter zależy od liczby podanej jako druga w ciągu liczbowym. Gdy wynosi $0$ litery są małe, natomiast gdy $1$ - wielkie.	Create a function that will print the given hexadecimal number using the $ format $ function. The size of letters depends on the number given as the second number in the number sequence. When it is $ 0 $ the letters are lowercase, while when $ 1 $ - uppercase.	Создайте функцию, которая будет печатать заданное шестнадцатеричное число, используя функцию $ format$. Размер букв зависит от числа, заданного в качестве второго числа в числовой последовательности. При $ 0 $ буквы строчные, а при $ 1 $ - прописные.
ca4e17c2-8212-45cd-bd42-7a5e154ba9da			W przypadku użycia wielu specyfikatorów, należy je indeksować. Możemy wykorzystać dane zawarte w strukturze danych, takiej jak listą bądź krotka, lecz najpierw musimy ją przekonwertować na tablicę zmiennych za pomocą operatora $*$, podobnie jak w funkcjach z wieloma argumentami.	If multiple specifiers are used, they should be indexed. We can use the data contained in a data structure, such as a list or tuple, but first we need to convert it to an array of variables using the $ * $ operator, similar to functions with many arguments.	Если используется несколько спецификаторов, они должны быть проиндексированы. Мы можем использовать данные, содержащиеся в структуре данных, такой как список или кортеж, но сначала мы должны преобразовать их в массив переменных, используя оператор $ * $, аналогично функциям со многими аргументами.
2810af37-071a-4329-8091-4d4fdef57817			Sformatuj podany na wejściu łańcuch znaków, uzupełniając go imionami podanymi poniżej za pomocą tablicy zmiennych.	Format the input string, completing it with the names given below using the variables array.	Отформатируйте входную строку, дополнив ее именами, приведенными ниже, используя массив переменных.
b8eecc87-6962-4d52-9bf0-e4f4c2d499f0			Specyfikatory w formatowaniu napisów z wykorzystaniem funkcji $format$ są podawane po indeksie oraz znaku $:$. Oto pierwsze z nich, umożliwiają zamianę liczby na inny system liczbowy. $d$ na decymalny, $b$ na dwójkowy, $o$ na ósemkowy oraz $x$/$X$ na szesnastkowy (wielkość litery oznacza wielkość liter w systemie szesnastkowym).	Specifiers in subtitle formatting using the $ format $ function are given after the index and the $: $ sign. Here are the first of them that allow you to convert a number to another number system. $ d $ for decimal, $ b $ for binary, $ o $ for octal and $ x $ / $ X $ for hexadecimal (letter 'x' means case of hexadecimal format).	Спецификаторы в форматировании субтитров с использованием функции $ format $ указываются после индекса и знака $: $. Вот первые из них, которые позволяют преобразовать число в другую систему счисления. $ d $ для десятичного числа, $ b $ для двоичного, $ o $ для восьмеричного и $ x $ / $ X $ для шестнадцатеричного (буква " x " означает регистр шестнадцатеричного формата).
ac031837-dfae-44d9-b1a7-d0ec8e39079b			Wypisz podane liczby w systemie dwójkowym, ósemkowym oraz szesnastkowym (małe litery), oddzielone tabulatorem za pomocą specyfikatorów formatowania napisów funkcją $format$.	Print the given numbers in binary, octal and hexadecimal (lowercase), separated by a tab by the string formatting specifiers using the $ format $ function.	Перечислите заданные числа в двоичном, восьмеричном и шестнадцатеричном виде (строчные буквы), разделенные табуляцией спецификаторами форматирования строки с помощью функции $ format $.
9053cfdb-4c02-4a31-b0aa-f9f8b36cdafa			Specyfikator $f$ służy do formatowania liczb zmiennoprzecinkowych. Pozwala ona na ustalenie ilości cyfr po przecinku ($domyślnie: 6$) podając ilość po kropce - $.3f$. W przypadku, gdy podamy mniejszą ilość cyfr po przecinku, liczba jest automatycznie zaokrąglana.	The $ f $ specifier is used to format floating point numbers. It allows you to set the number of digits after the decimal point ($ default: 6 $) giving the number after the dot - $ .3f $. In the event that we provide a smaller number of digits after the decimal point, the number is automatically rounded.	Спецификатор $ f $ используется для форматирования чисел с плавающей запятой. Это позволяет вам установить количество цифр после десятичной точки ($ default: 6 $), дающее число после точки - $ .3f $. Если после десятичной точки мы предоставляем меньшее количество цифр, число автоматически округляется.
79656b31-9632-4bc2-8330-3e3256243d1c			Wypisz podane liczby, zachowując 5 cyfr po przecinku, wykorzystując funkcję $format$.	Write the given numbers, keeping the 5 digits after the decimal point, using the $ format $ function.	Запишите заданные числа, сохраняя 5 цифр после десятичной запятой, используя функцию $ format$.
00840b0f-39e5-441e-9976-e06999c17f06			Dodanie znaku $+$ do specyfikatora określającego liczbę sprawi, że przed liczbą zostanie dodany znak $+$, gdy liczba nie jest ujemna.	Adding the $ + $ character to the specifier specifying a number will cause the number $ + $ to be added before the number when the number is not negative.	Добавление знака $ + $ к спецификатору числа приведет к добавлению знака $ + $ перед числом, если число не является отрицательным.
c198ee4e-645d-4bc2-b17e-ed2681ca1ea9			Metoda $split$ domyślnie najpierw próbuje rozdzielić elementy oddzielone za pomocą spacji. Czasem, gdy elementy są oddzielone innym znakiem, musimy podać ten znak jako argument funkcji $split$. W tym przypadku podzielimy elementy, które są oddzielone tabulatorem - $\t$.	By default, the $ split $ method first tries to separate items separated by spaces. Sometimes, when elements are separated by another character, we have to give that character as an argument to the $ split $ function. In this case, we will split elements that are separated by a tab - $ \ t $.	По умолчанию метод $ split $ сначала пытается разделить элементы, разделенные пробелами. Иногда, когда элементы разделяются другим символом, мы должны передать этот символ в качестве аргумента функции $ split $. В этом случае мы разделим элементы, разделенные табуляцией - $ \ t $.
28bc5abd-817d-41f6-aadd-10a493a1a56d			Rozdziel podany tekst na elementy oraz je wypisz w postaci listy, wiedząc, że są oddzielone znakiem, który jest podany przed łańcuchem znaków i oddzielony tabulatorem.	Separate the given text into elements and list them as a list, knowing that they are separated by a character that is given before the string and separated by a tab.	Разделите данный текст на элементы и запишите их в виде списка, зная, что они разделены символом, который указан перед строкой, и разделены символом табуляции.
ce76f608-2b3a-445b-93ff-3d2db25fb385			Napisz program, który sprawdzi czy w podanych wyrazach znajduje się litera podana obok nich.	Write a program that will check if the words given have the letter next to them.	Напишите программу, которая проверит, есть ли рядом с данными словами буква.
0f78e197-90c3-491f-996b-ac27ac394245			Stwórz klasę $Point$, która zawiera pola $x$ oraz $y$ - współrzędne punktu w układzie współrzędnych. Następnie z pomocą metody $__int__$, wypisz odległość podanych punktów do punktu (0, 0) zaokrąglonej do liczby całkowitej funkcją $round$.	Create a class $ Point $, which contains fields $ x $ and $ y $ - coordinates of the point in the coordinate system. Then, using the $ __ int __ $ method, write the distance of the given points to the point (0, 0) rounded to an integer with the function $ round $.	Создайте класс $ Point $, содержащий поля $ x $ и $ y $ - координаты точки в системе координат. Затем, используя метод $ __ int__$, запишите расстояние от заданных точек до точки (0, 0), округленной до целого числа с помощью функции $ round $.
bdb9b79c-2f4f-401c-888c-28fd0569dc05			Specyfikator $e$/$E$ służy do zapisywania liczby w notacji wykładniczej. Wielkość litery $e$ odpowiada wielkości litery ‘e’ w notacji wykładniczej.	The $ e $ / $ E $ specifier is used to write a number in exponential notation. The size of the letter $ e $ corresponds to the case of the letter 'e' in exponential notation.	Спецификатор $ e $ / $ E $ используется для записи числа в экспоненциальной записи. Размер буквы $ e $ соответствует случаю буквы «е» в экспоненциальной записи.
43546562-5e4e-4ac2-9031-0d999e74688f			Wypisz podane liczby w notacji wykładniczej, funkcją $format$, z małych liter.	Print the given numbers in exponential notation, with the $ format $ function, in lowercase.	Выведите данные числа в экспоненциальной записи с помощью функции $ format $ в нижнем регистре.
bc086571-0f28-459b-9276-ab015a44b417			Specyfikator $%$ mnoży liczbę przez 100 oraz dodaje znak procenta do podanej liczby.	The $% $ specifier multiplies the number by 100 and adds the percent sign to the given number.	Спецификатор $% $ умножает число на 100 и добавляет знак процента к данному числу.
0463f863-e6ef-41dd-a95a-634059683776			Zamiast indeksowania, możemy także wykorzystać słowa kluczowe, takie jak: $name$, $age$ etc. Następnie ich wartości podajemy jako parametry funkcji $format$.	Instead of indexing, we can also use keywords such as: $ name $, $ age $ etc. Then we give their values as parameters of the $ format $ function.	Вместо индексации мы также можем использовать ключевые слова, такие как: $ name $, $ age $ и т. Д. Затем мы даем их значения в качестве параметров функции $ format $.
0a1a559f-9b33-4470-b5ea-581cf66c98b5			Sformatuj podany napis za pomocą podanych danych, słowa kluczowe to $name$ oraz $age$, natomiast dane zostały podane pod napisem.	Format the given string with the given data, keywords are $ name $ and $ age $, while the data is given below the string.	Отформатируйте заданную строку с заданными данными, ключевыми словами являются $ name $ и $ age $, а данные приведены ниже строки.
a80d3c70-41d8-4ec2-bb5c-75bb0ddca2d9			Możemy wtedy wykorzystać słowniki, lecz najpierw musimy je przekonwertować na listę słów kluczowych za pomocą operatora $**$. Jeżeli jeszcze nie wiesz, czym jest słownik, najpierw ukończ lekcję na ich temat w kursie 17.	We can then use the dictionaries, but first we must convert them to the list of keywords using the operator $ ** $. If you don't know what a dictionary is yet, first complete the lesson about them in course 17.	Затем мы можем использовать словари, но сначала мы должны преобразовать их в список ключевых слов, используя оператор $ ** $. Если вы еще не знаете, что такое словарь, сначала выполните урок по ним в курсе 17.
33378ffa-04f0-4c9e-8caf-527ac2490e19			Stwórz słowniki na podstawie podanych danych, klucze to $name$, $city$ oraz $age$. Następnie za pomocą listy słów kluczowych, sformatuj łańcuch znaków podany w ostatniej linijce na wejściu.	Create dictionaries based on the given data, the keys are $ name $, $ city $ and $ age $. Then use the keyword list to format the string given in the last line at the input.	Создавайте словари на основе заданных данных, ключи - $ name $, $ city $ и $ age $.  Затем используйте список ключевых слов для форматирования строки, указанной в последней строке на входе
35118696-9dc4-4d87-8171-699f16992c12			Gdy podamy po znaku $:$ liczbę, określać ona będzie ilość znaków, które zajmie formatowany element. Gdy zarezerwujemy 6 miejsc, a np. słowo $cat$ to tylko 3 litery, reszta znaków to domyślnie spacje.	When we give the number after the $: $ sign, it will determine the number of characters that the formatted element will take. When we reserve 6 places, e.g. the word $ cat $ is only 3 letters, the rest of the characters are spaces by default.	Когда мы даем число после знака $: $, оно будет определять количество символов, которое займет отформатированный элемент. Когда мы резервируем 6 мест, например слово $ cat $ состоит всего из 3 букв, остальные символы по умолчанию являются пробелами.
649c84f7-a911-40e0-95c1-954d8453da62			Na wejściu podano długość podstawy oraz wysokości trójkąta. Oblicz i wypisz jego pole pamiętając o zachowaniu liczby zmiennoprzecinkowej $float$.	At the input there is the length of the base and the height of the triangle. Calculate and print its field, remembering to keep the $float$ number.	На входе есть длина основания и высота треугольника. Вычислите и напечатайте его поле, не забывая сохранить число $ float$.
c53c4e1b-0c4a-4287-96ed-0870291820b1			Na wejściu zostały podane średnice pewnych okręgów. Oblicz ich pola ($π$ uzyskasz przez $math.pi$). Wynik zaokrąglij do dwóch miejsc po przecinku funkcją $round$ i wypisz.	At the input, the diameters of certain circles are given. Calculate their fields (you will get $ π $ by $ math.pi $). Round the result to two decimal places with the function $ round $ and print.	На входе указаны диаметры определенных кругов. Рассчитайте их поля (вы получите $ π $ на $ math.pi $). Округлите результат до двух знаков после запятой с помощью функции $ round $ и напечатайте.
55835363-dc3d-4fbf-bb2b-01920808bd70			Napisz program, który obliczy i wypisze różnicę najmniejszej i największej z liczb podanych na wejściu.	Write a program that calculates and prints the difference of the smallest and largest of the numbers given at the input.	Напишите программу, которая вычисляет и печатает разницу наименьшего и наибольшего из чисел, указанных на входе.
26f5b988-c37b-41ce-a764-6b00d21fd7c3			Na wejściu zostały podane liczby oddzielone średnikami i spacją. Za pomocą funkcji $split$, podziel elementy i zapisz w liście oraz przekonwertuj na typ $int$. Wypisz finalną listę dla każdego ciągu liczbowego.	The given numbers are separated by a semicolon and space. Using the $ split $ function, split them and save to list and convert to $ int $. Print the final list for each number string.	Указанные числа разделены точкой с запятой и пробелом. Используя функцию $ split $, разделяйте элементы и сохраняйте их в список и конвертируйте в $ int $. Напечатайте окончательный список для каждой числовой строки.
d3753600-9883-4629-b53b-2b08cf2b45c7			Na wejściu podano wyniki różnych egzaminów: ilość zdobytych punktów oraz maksymalna ilość punktów do zdobycia. Za pomocą formatowania funkcją $format$, wypisz wynik procentowy z zaokrągleniem do 1 miejsca po przecinku.	The input are given the results of various exams: the number of points scored and the maximum number of points to get. Using formatting with the $ format $ function, print the percentage result rounded to 1 decimal place.	На входе даются результаты различных экзаменов: количество набранных баллов и максимальное количество баллов, которые нужно получить. Используя форматирование с помощью функции $ format $, выведите результат в процентах, округленный до 1 десятичного знака.
cf344af4-cfc4-47d6-ac32-86fd6c89082d			Wypisz podane wyrazy tak, aby zajmowały podaną ilość znaków podaną po wyrazie. Przed oraz za słowem umieść znak $~$.	Print the given words so that they occupy the given number of characters given after the word. Put a $ ~ $ before and after a word.	Выведите заданные слова так, чтобы они занимали заданное количество символов, приведенных после слова. Ставьте $ ~ $ перед словом и после него.
899dda48-ad5c-47c1-8d04-a8d83dcef249			Możliwe jest także ustalenie sposobu wyrównywania - domyślnie jest do lewej w przypadku łańcuchów znaków oraz do prawej w przypadku liczb. $<$ wyrównuje do lewej, $>$ do prawej, natomiast $^$ wyśrodkowuje.	It is also possible to set the alignment method - by default it is left for strings and right for numbers. $ <$ aligns to the left, $> $ to the right, while $ ^ $ centers.	Также можно установить метод выравнивания - по умолчанию он слева для строк и справа для чисел. $ <$ выравнивается по левому краю, $> $ по правому краю, а $ ^ $ центрируется.
